date,pred_w_speed,pred_w_dir,pred_temp,pred_pressure,pred_humidity,ture_w_speed,target
2020/3/4 17:00,4.2,310,5.7,1027,28,4,3.728
2020/3/4 17:15,4.1,308,5.2,1027,30,3.5,2.707
2020/3/4 17:30,3.9,307,4.5,1027,32,3.6,2.674
2020/3/4 17:45,3.6,304,3.8,1027,34,3.4,2.185
2020/3/4 18:00,3.4,302,3.1,1027,36,3,1.13
2020/3/4 18:15,3.2,298,2.6,1027,38,2.7,0.332
2020/3/4 18:30,2.8,291,2.4,1027,40,2.5,-0.055
2020/3/4 18:45,2.6,283,2.2,1027,41,2.1,-0.164
2020/3/4 19:00,2.3,272,2,1027,43,1.7,-0.172
2020/3/4 19:15,2.2,262,1.8,1027,46,2.4,0.225
2020/3/4 19:30,2.5,249,1.5,1027,49,2.5,0.563
2020/3/4 19:45,2.9,236,1.2,1027,52,1.5,-0.003
2020/3/4 20:00,3.3,229,0.9,1027,55,5.3,9.506
2020/3/4 20:15,3.7,223,0.8,1027,58,5.7,11.796
2020/3/4 20:30,4,219,0.9,1027,60,5.2,10.075
2020/3/4 20:45,4.4,216,0.9,1028,63,5.8,12.392
2020/3/4 21:00,4.8,213,1,1028,65,5.6,12.444
2020/3/4 21:15,5.2,211,1,1028,66,5.6,11.802
2020/3/4 21:30,5.8,211,1.1,1028,67,5.7,12.572
2020/3/4 21:45,6.4,211,1.2,1028,67,6,13.964
2020/3/4 22:00,7,211,1.3,1028,68,5.4,10.501
2020/3/4 22:15,7.4,211,1.3,1028,68,5.3,9.892
2020/3/4 22:30,7.5,211,1.3,1028,68,5.4,10.247
2020/3/4 22:45,7.6,212,1.4,1028,69,5.1,8.752
2020/3/4 23:00,7.8,212,1.4,1028,69,5.3,10.506
2020/3/4 23:15,7.9,213,1.4,1028,69,5.4,10.446
2020/3/4 23:30,7.8,214,1.3,1028,69,5.3,9.644
2020/3/4 23:45,7.9,216,1.3,1028,70,5.2,9.731
2020/3/5 0:00,7.7,222,0.8,1028,72,5.6,11.647
2020/3/5 0:15,7.8,224,0.8,1028,71,5.8,14.114
2020/3/5 0:30,7.7,226,0.7,1028,70,6,14.366
2020/3/5 0:45,7.6,228,0.6,1027,68,6,13.712
2020/3/5 1:00,7.5,229,0.5,1027,67,6,14.377
2020/3/5 1:15,7.5,231,0.3,1027,65,6.1,14.9
2020/3/5 1:30,7.4,233,0.2,1027,64,6.3,16.771
2020/3/5 1:45,7.4,234,0,1027,62,5.8,12.929
2020/3/5 2:00,7.3,236,-0.1,1027,61,5.8,12.505
2020/3/5 2:15,7.3,237,-0.2,1027,60,5.5,11.221
2020/3/5 2:30,7.3,237,-0.3,1027,59,6,15.106
2020/3/5 2:45,7.3,236,-0.4,1026,58,6.6,20.552
2020/3/5 3:00,7.3,236,-0.5,1026,57,6.4,17.748
2020/3/5 3:15,7.3,236,-0.6,1026,57,5.9,14.171
2020/3/5 3:30,7.2,235,-0.6,1026,57,5.9,13.402
2020/3/5 3:45,7.2,234,-0.7,1026,58,6,15.412
2020/3/5 4:00,7.1,234,-0.7,1026,58,6,14.504
2020/3/5 4:15,6.9,233,-0.7,1026,58,5.9,13.377
2020/3/5 4:30,6.9,231,-0.7,1026,59,6,14.521
2020/3/5 4:45,6.8,231,-0.8,1025,60,6.6,19.473
2020/3/5 5:00,6.8,230,-0.8,1025,61,5.6,11.972
2020/3/5 5:15,6.7,229,-0.8,1025,61,5.8,14.051
2020/3/5 5:30,6.6,227,-0.8,1025,62,5.1,9.541
2020/3/5 5:45,6.6,226,-0.9,1025,63,6.3,18.241
2020/3/5 6:00,6.5,224,-0.9,1025,64,5.7,13.65
2020/3/5 6:15,6.4,222,-0.8,1025,64,5.9,13.558
2020/3/5 6:30,6.5,219,-0.7,1025,64,5.7,12.201
2020/3/5 6:45,6.6,218,-0.5,1025,64,5.9,14.015
2020/3/5 7:00,6.6,215,-0.4,1025,64,6.6,19.834
2020/3/5 7:15,6.6,214,0,1025,63,6.9,22.452
2020/3/5 7:30,6.7,213,0.5,1025,62,6.8,22.344
2020/3/5 7:45,6.8,213,1,1025,60,7.3,25.777
2020/3/5 8:00,6.9,213,1.5,1025,59,7.6,26.948
2020/3/5 8:15,6.8,213,1.9,1025,57,7.7,28.359
2020/3/5 8:30,6.7,213,2.2,1025,55,8,30.703
2020/3/5 8:45,6.6,213,2.5,1025,54,7.8,29.624
2020/3/5 9:00,6.4,213,2.8,1025,52,7.1,24.749
2020/3/5 9:15,6.4,212,3.1,1025,51,7.7,32.051
2020/3/5 9:30,6.4,211,3.4,1025,50,8.3,36.151
2020/3/5 9:45,6.4,209,3.6,1025,49,8.1,33.553
2020/3/5 10:00,6.4,208,3.9,1025,48,8.2,32.983
2020/3/5 10:15,6.7,206,4.1,1025,48,7.9,30.962
2020/3/5 10:30,6.9,204,4.2,1025,48,7.8,29.977
2020/3/5 10:45,7.1,202,4.4,1024,47,7.7,30.387
2020/3/5 11:00,7.4,201,4.5,1024,47,6.9,22.755
2020/3/5 11:15,7.5,199,4.6,1024,47,7.1,22.363
2020/3/5 11:30,7.5,197,4.7,1024,46,7.4,26.511
2020/3/5 11:45,7.5,195,4.8,1023,46,6.8,20.737
2020/3/5 12:00,7.6,193,4.9,1023,45,6.2,16.66
2020/3/5 12:15,7.6,191,5,1023,45,6.8,19.558
2020/3/5 12:30,7.6,190,5.1,1023,45,7.3,27.016
2020/3/5 12:45,7.6,188,5.2,1022,45,7.4,26.915
2020/3/5 13:00,7.6,186,5.3,1022,45,7.3,24.809
2020/3/5 13:15,7.6,185,5.5,1022,45,7,22.949
2020/3/5 13:30,7.6,184,5.6,1021,45,7.3,24.382
2020/3/5 13:45,7.6,183,5.8,1021,45,6.9,21.458
2020/3/5 14:00,7.6,182,5.9,1020,45,7,24.618
2020/3/5 14:15,7.6,181,6.1,1020,45,7.4,27.585
2020/3/5 14:30,7.5,178,6.2,1020,46,7.6,28.462
2020/3/5 14:45,7.5,176,6.3,1019,46,7.7,30.231
2020/3/5 15:00,7.4,174,6.4,1019,47,7.4,27.054
2020/3/5 15:15,7.5,172,6.5,1019,48,7.4,25.808
2020/3/5 15:30,7.6,172,6.5,1019,49,7,23.959
2020/3/5 15:45,7.6,170,6.6,1018,50,6.8,19.49
2020/3/5 16:00,7.7,170,6.6,1018,51,6.5,16.324
2020/3/5 16:15,7.8,170,6.6,1018,52,6.2,15.497
2020/3/5 16:30,7.9,171,6.5,1018,54,6,13.594
2020/3/5 16:45,8,172,6.4,1018,55,5.8,12.184
2020/3/5 17:00,8.1,173,6.3,1018,57,5.8,13.147
2020/3/5 17:15,8,174,6.1,1018,59,5.5,10.962
2020/3/5 17:30,8.1,176,5.8,1018,61,6.1,14.423
2020/3/5 17:45,8.2,178,5.5,1017,62,6.2,14.533
2020/3/5 18:00,8.3,180,5.2,1017,64,6,13.51
2020/3/5 18:15,8.3,181,5.1,1017,65,6.2,15.539
2020/3/5 18:30,8.2,185,5.1,1017,65,6.1,15.568
2020/3/5 18:45,8.2,188,5.1,1017,66,6.5,17.361
2020/3/5 19:00,8.2,191,5.1,1017,66,6.4,16.719
2020/3/5 19:15,8.2,194,5.1,1017,66,6.9,21.474
2020/3/5 19:30,8.4,197,5.2,1017,65,7.4,25.986
2020/3/5 19:45,8.5,200,5.3,1017,64,7.2,24.27
2020/3/5 20:00,8.7,202,5.4,1017,63,6.5,17.04
2020/3/5 20:15,8.9,204,5.4,1017,63,6.4,16.076
2020/3/5 20:30,9.1,205,5.5,1017,63,5.9,14.618
2020/3/5 20:45,9.3,205,5.6,1017,63,5.4,11.38
2020/3/5 21:00,9.6,206,5.7,1017,63,5.5,10.599
2020/3/5 21:15,9.7,207,5.7,1017,63,5,8.715
2020/3/5 21:30,9.8,207,5.7,1017,63,4.7,6.498
2020/3/5 21:45,9.8,208,5.6,1017,63,4.9,7.765
2020/3/5 22:00,9.9,208,5.6,1017,63,4.7,6.962
2020/3/5 22:15,9.9,208,5.6,1017,63,4.7,6.962
2020/3/5 22:30,10,209,5.6,1017,63,4.7,6.962
2020/3/5 22:45,10.2,209,5.5,1017,64,0,0
2020/3/5 23:00,10.3,209,5.5,1017,64,5.8,14.911
2020/3/5 23:15,10.3,210,5.5,1017,64,6.2,17.334
2020/3/5 23:30,10.4,210,5.4,1017,65,6.2,17.334
2020/3/5 23:45,10.4,210,5.4,1017,65,6.5,19.917
2020/3/6 0:00,10.2,210,5.1,1017,70,6.9,20.479
2020/3/6 0:15,10.3,210,5.1,1017,70,7.6,20.132
2020/3/6 0:30,10.2,211,5,1017,71,8.5,20.282
2020/3/6 0:45,10.1,211,5,1016,71,9.4,20.282
2020/3/6 1:00,10.1,212,4.9,1016,72,9.5,20.276
2020/3/6 1:15,10.1,212,4.9,1016,72,9.8,20.294
2020/3/6 1:30,10.1,212,4.8,1016,72,8.8,20.284
2020/3/6 1:45,10,211,4.8,1016,73,9,20.283
2020/3/6 2:00,10,211,4.7,1016,73,9.7,20.281
2020/3/6 2:15,10,211,4.7,1016,73,9.3,20.278
2020/3/6 2:30,9.7,212,4.6,1016,74,8.8,20.281
2020/3/6 2:45,9.5,212,4.6,1015,74,8.5,20.299
2020/3/6 3:00,9.3,212,4.5,1015,75,8.3,20.309
2020/3/6 3:15,9.1,212,4.5,1015,75,8,20.298
2020/3/6 3:30,9,212,4.4,1015,76,7.7,20.222
2020/3/6 3:45,8.9,213,4.3,1015,76,8.1,20.366
2020/3/6 4:00,8.8,212,4.2,1015,77,7.8,20.292
2020/3/6 4:15,8.6,212,4.2,1015,77,8.1,20.098
2020/3/6 4:30,8.6,212,4.1,1015,77,9,20.352
2020/3/6 4:45,8.5,211,4.1,1015,78,8.5,20.189
2020/3/6 5:00,8.5,210,4,1015,78,8.5,20.4
2020/3/6 5:15,8.4,209,4,1015,78,8.1,20.087
2020/3/6 5:30,8.3,209,3.9,1015,79,7.3,20.181
2020/3/6 5:45,8.2,208,3.9,1015,79,6.9,20.365
2020/3/6 6:00,8.1,208,3.8,1015,80,6.7,20.236
2020/3/6 6:15,8.1,207,3.8,1015,80,6.7,20.119
2020/3/6 6:30,8,207,3.8,1015,79,7.1,20.213
2020/3/6 6:45,8,207,3.9,1015,78,7,20.376
2020/3/6 7:00,8,206,3.9,1015,77,6.6,19.503
2020/3/6 7:15,8,206,4.1,1015,75,6.4,18.396
2020/3/6 7:30,7.9,206,4.4,1015,74,6.3,17.818
2020/3/6 7:45,7.7,205,4.8,1015,72,5.7,13.485
2020/3/6 8:00,7.6,205,5.1,1015,71,5.5,11.077
2020/3/6 8:15,7.5,205,5.4,1015,70,5.5,11.077
2020/3/6 8:30,7.3,204,5.7,1015,69,5.5,11.077
2020/3/6 8:45,7.2,203,6,1015,68,5.5,11.077
2020/3/6 9:00,7,203,6.3,1015,67,4.1,4.211
2020/3/6 9:15,6.9,201,6.5,1015,66,4.4,5.19
2020/3/6 9:30,6.8,200,6.7,1015,65,4.3,5.439
2020/3/6 9:45,6.6,198,6.8,1015,64,4.7,7.633
2020/3/6 10:00,6.6,197,7,1015,63,5.1,9.166
2020/3/6 10:15,6.5,195,7.2,1015,63,5.2,9.504
2020/3/6 10:30,6.6,192,7.3,1015,63,5.3,10.015
2020/3/6 10:45,6.6,190,7.4,1015,62,5.1,9.489
2020/3/6 11:00,6.6,187,7.5,1015,62,5.3,9.904
2020/3/6 11:15,6.6,185,7.5,1015,62,5.5,11.987
2020/3/6 11:30,6.6,183,7.6,1015,62,5.5,12.665
2020/3/6 11:45,6.7,181,7.7,1014,61,5.2,12.665
2020/3/6 12:00,6.7,180,7.8,1014,61,5.7,15.028
2020/3/6 12:15,6.7,178,7.9,1014,61,5.8,15.394
2020/3/6 12:30,6.8,177,8,1014,60,5.9,14.612
2020/3/6 12:45,6.9,174,8.1,1013,60,5.7,14.383
2020/3/6 13:00,7.1,173,8.2,1013,59,5.5,12.735
2020/3/6 13:15,7.1,171,8.4,1013,59,6.2,17.618
2020/3/6 13:30,7,169,8.5,1013,59,5.6,14.053
2020/3/6 13:45,7.1,167,8.6,1012,58,6.2,17.47
2020/3/6 14:00,7,165,8.7,1012,58,5.7,14.232
2020/3/6 14:15,7.1,164,8.8,1012,58,5.8,14.98
2020/3/6 14:30,7.1,162,8.9,1012,58,5.3,10.764
2020/3/6 14:45,7,160,9,1011,58,5,9.949
2020/3/6 15:00,7,158,9.1,1011,58,5.2,10.682
2020/3/6 15:15,7,156,9.1,1011,58,5.1,10.421
2020/3/6 15:30,7,155,9.1,1011,59,5.4,10.372
2020/3/6 15:45,7,152,9.1,1010,59,4.8,7.281
2020/3/6 16:00,7,150,9.1,1010,60,4.7,7.538
2020/3/6 16:15,7.1,149,9,1010,61,4.9,7.719
2020/3/6 16:30,7.1,148,8.9,1010,62,4.4,5.338
2020/3/6 16:45,7.1,147,8.7,1010,63,3.9,4.106
2020/3/6 17:00,7,145,8.6,1010,64,4.5,5.801
2020/3/6 17:15,7,143,8.3,1010,66,4.9,6.654
2020/3/6 17:30,6.9,141,7.9,1010,68,3.9,3.552
2020/3/6 17:45,6.9,139,7.5,1011,69,3.4,2.391
2020/3/6 18:00,6.8,137,7.1,1011,71,3.6,3.488
2020/3/6 18:15,6.6,136,6.8,1011,73,4.6,6.527
2020/3/6 18:30,6.4,136,6.5,1011,74,4.8,6.953
2020/3/6 18:45,6,136,6.2,1011,75,4.7,6.111
2020/3/6 19:00,5.7,136,5.9,1011,76,5.1,8.384
2020/3/6 19:15,5.4,136,5.7,1011,77,4.8,7.161
2020/3/6 19:30,5,136,5.6,1011,77,5.2,9.245
2020/3/6 19:45,4.7,135,5.5,1011,78,6.5,16.913
2020/3/6 20:00,4.2,135,5.4,1011,78,6.7,18.564
2020/3/6 20:15,4,136,5.4,1011,78,5.5,10.06
2020/3/6 20:30,3.8,138,5.6,1011,78,3.9,3.935
2020/3/6 20:45,3.5,141,5.7,1011,78,3.6,2.523
2020/3/6 21:00,3.2,144,5.9,1011,78,3.1,1.206
2020/3/6 21:15,3.1,149,6,1011,78,2.4,0.197
2020/3/6 21:30,3,157,6,1011,78,2,-0.228
2020/3/6 21:45,3.1,163,6.1,1012,79,5.5,9.21
2020/3/6 22:00,3.1,171,6.1,1012,79,4.5,5.35
2020/3/6 22:15,3.3,178,6.2,1012,80,5,7.52
2020/3/6 22:30,3.6,185,6.3,1012,81,5.7,11.178
2020/3/6 22:45,4,190,6.4,1012,82,5.8,11.337
2020/3/6 23:00,4.4,196,6.5,1012,83,5.2,8.727
2020/3/6 23:15,4,203,6.4,1012,84,5,8.469
2020/3/6 23:30,3.3,219,6.3,1012,85,5.1,8.772
2020/3/6 23:45,2.9,241,6.1,1012,87,5,8.612
2020/3/7 0:00,5.6,18,5.7,1012,93,5.6,11.93
2020/3/7 0:15,5.5,20,5.7,1012,93,5.7,12.8
2020/3/7 0:30,5.4,22,5.6,1012,93,5.6,11.734
2020/3/7 0:45,5.1,23,5.6,1012,93,5,9.062
2020/3/7 1:00,5,25,5.5,1012,93,4.4,5.431
2020/3/7 1:15,4.7,25,5.5,1012,93,4,4.517
2020/3/7 1:30,4.6,23,5.4,1012,93,3.9,3.663
2020/3/7 1:45,4.4,23,5.3,1012,94,4.3,4.83
2020/3/7 2:00,4.3,21,5.2,1012,94,4.2,4.415
2020/3/7 2:15,4.1,18,5,1012,94,3.4,1.68
2020/3/7 2:30,4.1,17,4.9,1012,94,3.6,2.225
2020/3/7 2:45,4,14,4.7,1012,95,3.3,1.8
2020/3/7 3:00,4,13,4.6,1012,95,3.6,2.443
2020/3/7 3:15,4.2,10,4.5,1012,95,3.4,1.857
2020/3/7 3:30,4.4,6,4.4,1012,95,3.4,1.838
2020/3/7 3:45,4.7,5,4.3,1013,95,3.1,1.218
2020/3/7 4:00,5,2,4.2,1013,95,2.6,0.103
2020/3/7 4:15,5.3,1,4,1013,95,2.7,0.144
2020/3/7 4:30,5.4,0,3.9,1013,95,2.9,0.601
2020/3/7 4:45,5.5,359,3.8,1013,95,3.1,1.208
2020/3/7 5:00,5.6,358,3.7,1013,95,2.9,0.723
2020/3/7 5:15,5.6,358,3.5,1013,95,2.6,0.302
2020/3/7 5:30,5.7,358,3.4,1013,95,2.5,-0.026
2020/3/7 5:45,5.8,358,3.2,1014,94,2.2,-0.155
2020/3/7 6:00,5.9,358,3.1,1014,94,1.6,-0.146
2020/3/7 6:15,6,359,3,1014,94,1.8,-0.121
2020/3/7 6:30,6.1,0,3,1014,93,2.4,-0.134
2020/3/7 6:45,6.2,1,2.9,1015,92,2.4,0.017
2020/3/7 7:00,6.3,3,2.9,1015,91,2.4,-0.032
2020/3/7 7:15,6.4,4,3.1,1015,90,2.5,-0.004
2020/3/7 7:30,6.4,6,3.4,1015,88,2.5,-0.051
2020/3/7 7:45,6.4,8,3.7,1015,87,2.1,-0.144
2020/3/7 8:00,6.4,10,4,1015,85,2.5,-0.139
2020/3/7 8:15,6.3,11,4.4,1015,83,2.1,-0.145
2020/3/7 8:30,6,11,4.9,1015,81,2.1,-0.15
2020/3/7 8:45,5.7,10,5.4,1016,78,2.8,0.083
2020/3/7 9:00,5.4,10,5.9,1016,76,2.7,-0.009
2020/3/7 9:15,5.1,9,6.4,1016,74,2.7,0.32
2020/3/7 9:30,4.8,11,6.9,1016,71,2.2,-0.025
2020/3/7 9:45,4.5,13,7.5,1017,68,2,-0.015
2020/3/7 10:00,4.2,15,8,1017,65,2,-0.131
2020/3/7 10:15,4.1,17,8.5,1017,63,1.8,-0.129
2020/3/7 10:30,4.1,22,8.9,1017,61,2.4,-0.11
2020/3/7 10:45,4.2,24,9.4,1017,58,2.5,-0.132
2020/3/7 11:00,4.2,28,9.8,1017,56,2.3,-0.139
2020/3/7 11:15,4.2,30,10.2,1017,54,2.5,0.013
2020/3/7 11:30,4,34,10.6,1017,53,1.9,-0.182
2020/3/7 11:45,3.8,37,11.1,1016,52,2.1,-0.182
2020/3/7 12:00,3.6,42,11.5,1016,51,2.2,-0.149
2020/3/7 12:15,3.3,45,11.8,1016,50,2.6,0.729
2020/3/7 12:30,2.8,49,11.9,1016,50,2.9,0.858
2020/3/7 12:45,2.3,56,12,1016,51,3.1,2.382
2020/3/7 13:00,1.9,65,12.1,1016,51,3.7,3.638
2020/3/7 13:15,1.5,79,12,1016,52,4,3.756
2020/3/7 13:30,1.2,104,11.9,1016,54,3.7,3.085
2020/3/7 13:45,1.3,135,11.8,1015,55,4.1,4.246
2020/3/7 14:00,1.7,159,11.7,1015,57,3.8,3.579
2020/3/7 14:15,2.3,170,11.4,1015,59,3.6,3.126
2020/3/7 14:30,3.1,174,11,1015,62,3.3,1.536
2020/3/7 14:45,4,176,10.7,1015,65,3.8,2.833
2020/3/7 15:00,4.8,178,10.3,1015,68,4.1,3.998
2020/3/7 15:15,5.4,175,9.8,1015,70,4.4,4.145
2020/3/7 15:30,5.9,170,9.2,1015,72,4.2,3.987
2020/3/7 15:45,6.3,166,8.6,1015,74,4.2,3.975
2020/3/7 16:00,6.8,163,8,1015,76,4.5,5.127
2020/3/7 16:15,7.1,161,7.6,1015,78,4.5,5.639
2020/3/7 16:30,7,160,7.3,1015,79,4.4,5.517
2020/3/7 16:45,7,160,7.1,1015,80,4.7,6.585
2020/3/7 17:00,7,159,6.8,1015,81,5.2,8.58
2020/3/7 17:15,6.9,158,6.5,1015,83,5.5,9.576
2020/3/7 17:30,6.8,155,6.1,1015,84,5.3,8.837
2020/3/7 17:45,6.7,152,5.7,1015,85,5.2,8.421
2020/3/7 18:00,6.7,148,5.3,1015,86,5.9,12.361
2020/3/7 18:15,6.7,147,5,1015,88,6.6,16.98
2020/3/7 18:30,6.7,145,4.8,1015,89,7.1,22.288
2020/3/7 18:45,6.7,143,4.7,1016,90,6.7,18.376
2020/3/7 19:00,6.7,142,4.5,1016,91,6.1,13.965
2020/3/7 19:15,6.6,142,4.3,1016,92,6,13.733
2020/3/7 19:30,6.5,143,4.2,1016,93,6.1,14.304
2020/3/7 19:45,6.3,144,4,1016,94,6,13.337
2020/3/7 20:00,6.2,146,3.9,1016,95,5.8,12.022
2020/3/7 20:15,6.1,146,3.8,1016,95,6,14.117
2020/3/7 20:30,6.1,146,3.7,1016,95,5,7.608
2020/3/7 20:45,6,147,3.6,1017,95,4.3,5.06
2020/3/7 21:00,6,147,3.5,1017,95,4.4,5.105
2020/3/7 21:15,5.9,147,3.5,1017,95,4.9,6.972
2020/3/7 21:30,5.8,149,3.4,1017,96,5.5,9.596
2020/3/7 21:45,5.6,150,3.3,1017,96,5.7,10.802
2020/3/7 22:00,5.5,152,3.2,1017,97,6.1,13.723
2020/3/7 22:15,5.4,153,3.1,1017,97,5.2,8.732
2020/3/7 22:30,5.2,155,3,1017,97,4.7,5.771
2020/3/7 22:45,5.1,155,2.8,1017,97,4.5,5.612
2020/3/7 23:00,4.9,157,2.7,1017,97,4.4,4.807
2020/3/7 23:15,4.8,158,2.6,1017,97,4.2,4.347
2020/3/7 23:30,4.7,157,2.5,1017,97,4.3,4.503
2020/3/7 23:45,4.7,157,2.4,1017,98,4.1,4.168
2020/3/8 0:00,4.8,149,2.3,1016,97,4.2,4.401
2020/3/8 0:15,4.9,148,2.3,1016,97,4,3.277
2020/3/8 0:30,4.9,148,2.2,1016,97,4,3.161
2020/3/8 0:45,4.9,149,2.2,1016,98,3.5,1.845
2020/3/8 1:00,5,150,2.1,1016,98,3.9,3.415
2020/3/8 1:15,4.9,149,2,1016,98,3.4,2.011
2020/3/8 1:30,4.8,150,1.9,1016,98,2.4,-0.1
2020/3/8 1:45,4.6,148,1.7,1016,98,2.8,0.025
2020/3/8 2:00,4.4,149,1.6,1016,98,3.6,2.234
2020/3/8 2:15,4.3,146,1.5,1016,98,3.5,2.066
2020/3/8 2:30,4.3,143,1.6,1016,98,4.2,4.162
2020/3/8 2:45,4.2,140,1.7,1016,99,4.5,5.584
2020/3/8 3:00,4.2,136,1.8,1016,99,4.8,6.546
2020/3/8 3:15,4.2,134,1.8,1016,99,4.9,7.422
2020/3/8 3:30,4.2,132,1.9,1016,99,4.5,5.695
2020/3/8 3:45,4.2,132,1.9,1015,99,4.2,4.22
2020/3/8 4:00,4.2,130,2,1015,99,3.8,3.044
2020/3/8 4:15,4.1,131,2,1015,99,3.8,2.566
2020/3/8 4:30,4,134,2.1,1015,99,4.2,4.646
2020/3/8 4:45,4,135,2.1,1015,99,4.4,5.248
2020/3/8 5:00,3.9,138,2.2,1015,99,4.1,3.885
2020/3/8 5:15,3.8,139,2.3,1015,99,3.3,1.758
2020/3/8 5:30,3.7,139,2.5,1015,99,3.7,2.922
2020/3/8 5:45,3.6,138,2.7,1015,99,3.5,1.903
2020/3/8 6:00,3.5,139,2.9,1015,99,3.8,3.361
2020/3/8 6:15,3.4,137,3.1,1015,99,4.1,3.896
2020/3/8 6:30,3.3,137,3.2,1015,99,4.8,6.759
2020/3/8 6:45,3.2,139,3.3,1016,99,4.3,4.47
2020/3/8 7:00,3,139,3.4,1016,99,4.2,4.37
2020/3/8 7:15,2.9,139,3.5,1016,99,4.1,3.784
2020/3/8 7:30,2.8,139,3.6,1016,99,3.6,2.226
2020/3/8 7:45,2.6,140,3.7,1016,98,3.6,2.012
2020/3/8 8:00,2.5,140,3.8,1016,98,3.1,1.367
2020/3/8 8:15,2.3,139,4,1016,98,3.3,1.759
2020/3/8 8:30,2.1,139,4.1,1016,97,3.3,1.266
2020/3/8 8:45,1.9,137,4.2,1016,96,3.2,1.147
2020/3/8 9:00,1.8,137,4.3,1016,95,3.1,1.118
2020/3/8 9:15,1.6,133,4.4,1016,94,3.3,1.59
2020/3/8 9:30,1.6,128,4.6,1016,92,3,0.997
2020/3/8 9:45,1.7,123,4.9,1016,91,3.1,1.043
2020/3/8 10:00,1.7,118,5.1,1016,89,3,0.579
2020/3/8 10:15,1.7,118,5.4,1016,87,2.8,0.271
2020/3/8 10:30,1.8,124,5.7,1016,86,2.6,0.246
2020/3/8 10:45,2.1,129,6,1016,84,2.4,-0.161
2020/3/8 11:00,2.2,133,6.3,1016,83,2.4,0.006
2020/3/8 11:15,2.3,137,6.6,1016,81,2.2,-0.046
2020/3/8 11:30,2.5,140,6.8,1016,80,2.8,0.427
2020/3/8 11:45,2.7,141,7,1015,79,2.9,0.535
2020/3/8 12:00,2.9,144,7.2,1015,78,2.2,0.015
2020/3/8 12:15,3,146,7.3,1015,77,2.1,-0.134
2020/3/8 12:30,3.1,149,7.4,1015,77,1.8,-0.13
2020/3/8 12:45,3.2,150,7.5,1014,76,1.5,-0.13
2020/3/8 13:00,3.4,153,7.6,1014,76,2.1,-0.15
2020/3/8 13:15,3.6,153,7.5,1014,76,1.8,-0.153
2020/3/8 13:30,3.8,151,7.4,1014,77,2.3,0.136
2020/3/8 13:45,3.9,151,7.3,1013,77,2.6,0.632
2020/3/8 14:00,4.1,149,7.2,1013,78,3.7,2.993
2020/3/8 14:15,4.3,147,7.1,1013,78,3.3,2.021
2020/3/8 14:30,4.2,146,7,1013,78,1.6,-0.097
2020/3/8 14:45,4.3,144,6.9,1012,79,1.4,-0.119
2020/3/8 15:00,4.3,143,6.8,1012,79,1.1,-0.11
2020/3/8 15:15,4.3,141,6.8,1012,79,1.1,-0.109
2020/3/8 15:30,4.2,137,6.7,1012,80,1.6,-0.129
2020/3/8 15:45,4.3,131,6.7,1012,80,2,-0.126
2020/3/8 16:00,4.3,127,6.6,1012,81,2.6,0.19
2020/3/8 16:15,4.2,124,6.6,1012,82,2.4,-0.103
2020/3/8 16:30,4.2,121,6.5,1012,83,2.3,-0.111
2020/3/8 16:45,4.1,118,6.4,1012,84,2.7,-0.034
2020/3/8 17:00,4.1,115,6.3,1012,85,2.3,-0.097
2020/3/8 17:15,4.2,114,6.2,1012,87,2.3,-0.049
2020/3/8 17:30,4.4,117,6,1012,88,3,0.708
2020/3/8 17:45,4.7,119,5.7,1012,90,2.7,0.606
2020/3/8 18:00,4.9,122,5.5,1012,91,2.5,0.602
2020/3/8 18:15,5.2,122,5.4,1012,92,2.4,0.074
2020/3/8 18:30,5.6,123,5.3,1012,92,3.4,1.808
2020/3/8 18:45,6,123,5.2,1013,93,3.9,2.837
2020/3/8 19:00,6.4,124,5.1,1013,93,3.5,1.974
2020/3/8 19:15,6.5,124,5.1,1013,93,3.3,1.342
2020/3/8 19:30,6.3,123,5.2,1013,92,3,0.808
2020/3/8 19:45,6.1,121,5.3,1013,92,2.3,-0.207
2020/3/8 20:00,5.9,120,5.4,1013,91,2.7,0.288
2020/3/8 20:15,5.6,120,5.6,1013,91,3,0.623
2020/3/8 20:30,5.4,120,5.7,1013,90,2.4,-0.112
2020/3/8 20:45,5.3,119,5.8,1014,89,2.8,0.053
2020/3/8 21:00,5.1,120,5.9,1014,88,2.7,-0.204
2020/3/8 21:15,4.8,120,6,1014,88,3.3,1.11
2020/3/8 21:30,4.7,118,6.1,1014,88,2.8,0.225
2020/3/8 21:45,4.3,116,6.2,1014,88,1.9,-0.206
2020/3/8 22:00,4.2,114,6.3,1014,88,2,-0.199
2020/3/8 22:15,4,113,6.3,1014,88,1.6,-0.12
2020/3/8 22:30,4,115,6.3,1014,88,1.9,-0.124
2020/3/8 22:45,3.9,116,6.4,1014,89,0.9,-0.139
2020/3/8 23:00,3.8,118,6.4,1014,89,1.7,-0.159
2020/3/8 23:15,3.8,119,6.4,1014,89,2.4,-0.181
2020/3/8 23:30,3.7,117,6.4,1014,89,2.8,-0.168
2020/3/8 23:45,3.6,117,6.4,1014,89,2.6,-0.127
2020/3/9 0:00,5.2,130,6.8,1014,85,2.6,-0.191
2020/3/9 0:15,5,132,6.8,1014,85,2.3,-0.15
2020/3/9 0:30,4.7,132,6.7,1014,86,3.1,0.25
2020/3/9 0:45,4.6,132,6.6,1013,86,3,0.968
